-0.549594,-0.026940167,50,50
-0.09540326,-0.04532857,656,50
0.122585036,-0.07672744,1263,50
0.35993323,-0.07320706,1870,50
-0.56116235,-0.13797738,50,376
-0.15900728,-0.17144032,656,376
0.185691,-0.18094648,1263,376
0.39517176,-0.18756537,1870,376
-0.5175681,-0.23558135,50,703
-0.053063944,-0.3149973,656,703
0.23434417,-0.3303637,1263,703
0.4137539,-0.36089572,1870,703
-0.49341574,-0.41250417,50,1030
-0.02299462,-0.45537853,656,1030
0.29364583,-0.50488806,1263,1030
0.48710635,-0.49498585,1870,1030
