-0.16858578,-0.09538834,50,50
0.042288188,-0.113877095,656,50
0.18327332,-0.0999816,1263,50
0.30030948,-0.09319036,1870,50
-0.31788787,-0.21570177,50,376
0.026233653,-0.21861623,656,376
0.22903658,-0.14778563,1263,376
0.36624327,-0.13134454,1870,376
-0.31964397,-0.30127686,50,703
0.058767203,-0.32410565,656,703
0.28912434,-0.29672304,1263,703
0.3862214,-0.28519517,1870,703
-0.35746744,-0.39633593,50,1030
-0.014542364,-0.4237882,656,1030
0.25856683,-0.40131295,1263,1030
0.39145222,-0.36941305,1870,1030
